url,content
https://zozo.jp/_help/default.html?id=5ece39d49ed84e001ea6e366,マルチサイズ商品とはお客様にご選択いただいた「身長」「体重」に応じた推奨サイズガイドを参考に、表示される多数のサイズ中から、お好みのサイズをお選びいただく方法にて販売しています。なお、一部アイテムは受注生産となるため、発送までお時間をいただく場合がございます。受注生産となる商品は、カートに投入すると「取寄せ商品」の文字とあわせて発送日の目安が記載されているので、ご参考にしてください。
https://zozo.jp/_help/default.html?id=5ece39d39ed84e001ea6e353,予約商品とは予約商品は、会員限定でご注文いただける商品です。ご注文を受けてから発注をおこなうため、お届けに時間がかかります。商品ページ「お届け予定」をご確認のうえ、ご注文ください。※生産の都合上、納期が前後する場合がございます。【注意事項】1．ご利用可能な支払い方法は以下です。 代金引換 クレジットカード GMO後払い2．以下サービスのご利用はできません。 店頭・ロッカー受取り ギフトラッピングサービス
https://zozo.jp/_help/default.html?id=5ece39d39ed84e001ea6e354,予約商品同時注文に関する注意事項予約商品は、複数同時にカートに入れている場合でも、商品ごとに注文番号が分かれます。また、同じ商品でも納期が異なる場合は注文番号が分かれます。【注意事項】● 注文番号ごとに送料・手数料が発生いたします。● 「注文内容の確認」画面では、全商品の合計金額が表示されますが、お支払いは注文番号ごとになります。● 配送先、お支払い方法は注文番号ごとにお選びいただくことはできません。● ポイントをご使用の場合、お届け予定日が早い商品順に適用されます。● 一部商品は、同一の商品・納期であっても注文番号が分かれる場合がございます。カート画面にてご確認ください。
https://zozo.jp/_help/default.html?id=5ece39d39ed84e001ea6e355,予約商品のクレジットカード決済の流れ予約商品をクレジットカードでお支払いいただく場合の流れは以下のとおりです。（1）ご注文後、お客様のご利用のクレジットカードの有効性（限度額、有効期限など）を確認し、カード会社より事前承認を得ます。（2）事前承認が成立すると、ご利用可能枠から決済金額分の枠が確保されます。（3）予約商品の発送手続き完了後、2で確保している額の決済が確定いたします。2で確保された決済金額の枠の保持期限は、80日となるため、80日を経過する場合は、再確保をおこないます。※ご利用のカードによっては保持期限が80日に満たない場合がございます。※デビット・プリペイドカードをご利用の場合、保持期限が過ぎたタイミングで一時的に返金が発生することがございます。その場合、発送の際に改めて引き落としとなり、注文がキャンセルされることはありませんので、ご安心ください。なお、カードのご利用状況により、再確保ができなかった場合は、自動的に支払い方法が「代金引換」に変更となります。その際は、メールにてお知らせいたしますので、「ご注文履歴」より、ご利用可能なカードへ変更の手続きをお願いいたします。※30万円を超える注文に関しては、代金引換が利用できないため、メールにてお支払方法の連絡をさせていただきます。支払い方法の変更方法は、ヘルプ「支払い方法の変更」をご確認ください。
https://zozo.jp/_help/default.html?id=5ece39d39ed84e001ea6e356,予約商品のご注文からお届けまでの流れ予約商品は、商品ページに掲載されている「お届け予定」にあわせて商品のご用意を行います。お届けまでの流れは以下のとおりです。（1）商品が弊社に到着後「予約商品発送日のお知らせ」メールにて発送日をお知らせいたします。（2）発送手続きが完了すると、「発送手続きが完了しました」メールをお送りいたします。（3）その後、最長1日程度で、お届け予定日を記載した「商品のお届けのご案内」メールをヤマト運輸より配信いたします。日時指定をご希望の場合はこちらのメールから設定をお願いします。
https://zozo.jp/_help/default.html?id=5ece3e85d47784001e0e4218,取寄せ商品とは取寄せ商品には、下記の二種類がございます。◆商品ページ上に「受注生産」と記載がある商品詳細は、ヘルプページ「受注生産の取寄せ商品」をご確認ください。◆商品ページ上に「受注生産」と記載がない商品こちらの商品は、ご注文受付後に販売ショップの店舗や倉庫から取り寄せ、お届けいたします。ZOZOTOWN上での在庫数はショップで取寄せ可能な数が連携されておりますが、反映にはタイムラグがあります。そのため、タイミングによってはご用意ができずキャンセルとなる場合がございます。※キャンセルとなる場合はメールにてお知らせいたします。また、発送日の目安は、カートに商品を投入した際にご案内しております。注文内容に取寄せ商品が含まれる場合、取寄せ商品の発送準備が整い次第、注文商品すべてが発送されます。取寄せ商品以外を先に発送することはできませんので、すぐに届けてほしい商品がある場合は、注文を分けてご購入ください。
https://zozo.jp/_help/default.html?id=630ef77be93769001de44219,受注生産の取寄せ商品商品ページ上に「受注生産」である旨が記載されている取寄せ商品は、ご注文いただいた後に生産を開始いたします。発送日の目安は、カートに商品を投入した際にご確認ください。なお、ショップの倉庫や店舗から取り寄せする商品とは異なり、受注生産の取寄せ商品には以下の注意事項がございます。【注意事項】● 注文にはログインが必要です。● 注文後24時間以上を経過するとキャンセル対象外となります。● 受注生産商品以外の商品を同時に注文した場合、注文が分かれ別々に発送されます。また、送料も注文番号ごとに発生いたします。
https://zozo.jp/_help/default.html?id=60b978ce49451f001c711fa0,ショップ直送商品とはショップ直送商品とは、ご注文受付後に、販売ショップより直接お届けする商品のことです。商品ページおよびカート画面に、ショップ直送商品である旨が記載されております。また、カート画面では、発送日の目安をご案内いたします。なお、発送手続きに入るまでの間は、注文履歴よりキャンセルが可能です。【注文について】ショップ直送商品は、同時にカート投入・決済をされた場合でも、ショップごとに注文が分かれます。また、注文ごとに送料・手数料が発生いたしますので、あらかじめご了承ください。※ログイン（会員登録）をしていない場合、発送元が異なるほかのショップの商品を、同時にカート投入することはできません。【取寄せ不可によるキャンセルについて】ショップ直送商品は、在庫数の反映にタイムラグが生じる可能性があります。そのため、在庫変動があった場合など、タイミングによってはご用意ができないことがございます。万が一ご用意ができなかった場合は、メールにてご連絡いたしますので、あらかじめご了承ください。【お届け時の梱包について】ショップ独自の梱包資材にてお届けいたします。そのため、通常、ZOZOTOWNよりお届けする際の資材とは異なります。なお、返品・交換の際には、商品とあわせて付属の資材も返送が必要となりますので、ご注意ください。
https://zozo.jp/_help/default.html?id=5ece39d49ed84e001ea6e363,商品のお取扱いに関する注意・洗濯表示商品をご使用の際は、タグ等に記載されている「取扱い上の注意書き」や「洗濯表示」を必ずご確認ください。※参考：新しい洗濯表示（消費者庁公式サイト）
https://zozo.jp/_help/default.html?id=5ece39d49ed84e001ea6e364,乳幼児用商品の取扱いZOZOTOWNでお取り扱いする乳幼児用商品につきましては、各ブランドにて検査を行い、下記厚生労働省の基準に合致した商品のみを販売しております。なお、商品を開封し撮影・採寸作業を行う商品もございますが、撮影・採寸作業後採寸作業以外は個別包装し、お客様にお届けするまで保管しております。※乳幼児用商品は着用前に水洗いしていただくことをお勧めいたします。【厚生労働省の基準】「有害物質を含有する家庭用品の規制に関する法律施行規則」により、ホルムアルデヒドに関する繊維製品の規制基準では、下記のように定められています。■ベビー用（24ヶ月以内）対象製品：おしめ、おしめカバー、よだれ掛け、帽子、寝具、下着、寝衣、手袋、くつ下、中衣、外衣規制値：16ppm以下■子供用・大人用対象製品：下着、寝衣、手袋、くつ下、たび規制値：75ppm以下※ppmは100万分の1の単位ご不明な点がございましたら、カスタマーサポートお問い合わせ「会員情報・商品・その他のお問合せ会員情報・商品・その他のお問合せ」よりお問い合わせください。
https://zozo.jp/_help/default.html?id=5ece39d49ed84e001ea6e365,コンタクトレンズの取扱い初めてコンタクトレンズを使用される方へ1．ご使用前に必ず眼科へ行って検査を受けてください。コンタクトレンズは高度管理医療機器です。眼球とレンズのカーブ(BC)が合わないと、目が痛いと感じることもあります。また、涙の量や健康状態によっては、コンタクトレンズをご使用いただけない場合もございます。ご自身の瞳に合ったものを選べるよう、検査を受けてください。必ず眼科医の処方に従って、コンタクトレンズをご購入ください。2．コンタクトレンズの正しい「つけ方」と「はずし方」を必ず眼科で習ってください。正しい方法でコンタクトレンズを着脱しなければ、目を傷つけてしまいます。必ず、眼科で正しいコンタクトレンズの着脱方法を習ってから、ご使用ください。3．眼科医の指示に従って定期検査を必ず受けてください。ご自身の自覚がなくても、目やレンズに異常が起きている場合があります。眼科医の指示に従って定期的に検査を受けてください。4．正しい使用方法と期間を必ず守ってください。商品には必ず取扱説明書が入っております。内容をよく読み、理解してご使用ください。用法を間違うと、思わぬ事故につながる可能性があります。5．異常を感じたらすぐにレンズの使用をやめてください。目の痛み・充血など、異常を感じたら、すぐにレンズの使用をやめ、眼科医の診察を受けてください。コンタクトレンズを使用するすべての方へ1．装用時間と使用方法を正しく守ってお使いください。寝るときは必ずレンズをはずしてください。長時間使用し続けると目にレンズがくっつき、はがしづらくなります。また、目の病気の原因になることがあります。2．コンタクトレンズをはずした後は、正しくケアをしてください。レンズをはずしたあとは必ずケア(洗浄と消毒)が必要です。きちんと「こすり洗い」をしないと、レンズに付着したタンパク質や細菌が取れません。そのままご使用になると目の病気になることがあります。レンズケースもしっかりと洗い、定期的に交換してください。洗浄方法は、お使いの洗浄保存液の取り扱い説明書をよくお読みのうえ、正しい洗浄を行ってください。3．コンタクトレンズの保存液は定期的に交換してください。しばらくレンズを使用しない場合、定期的に保存液を交換してください。保存液は3〜4日で交換しないと殺菌力が低下し雑菌が繁殖します。4．コンタクトレンズの保存液に水道水は絶対に使用しないでください。アカントアメーバ感染の危険や、レンズと水道水の浸透圧の違いでレンズが変形することがあります。保存液は、薬局等で市販されているコンタクトレンズ専用のものを必ずご使用ください。5．交換時期を正しく守ってください。ワンデータイプ・マンスリータイプなど決められた使用期間を守り交換してください。期間を超えて使用された場合、レンズが劣化し汚れ、目のトラブルの原因となります。6．コンタクトレンズに触る前に必ず手をよく洗ってください。レンズを着脱する際は必ず石鹸で手をよく洗ってください。手が汚れていると、目のトラブルを引き起こす原因になります。7．他人とレンズの貸し借りは絶対にしないでください。レンズを介して病気の感染や、合わないレンズで目に障害を起こす場合があります。また、レンズを舐める、口の中に入れる等の行為はおやめください。口の中の雑菌が目に入り、感染症の原因となることがあります。8．カラーコンタクト使用時は夜間の運転や機械の操作を行わないでください。カラーコンタクトはレンズ周辺が着色されています。このため、夜間の運転や機械の操作には不向きです。必ずカラーコンタクトを外して、眼鏡やクリアコンタクトレンズに交換してから運転や機械の操作を行うようにしてください。9．目の周りに医療用・エステ用等のレーザー照射を受ける場合には、カラーコンタクトを外してください。カラーコンタクトレンズの環状着色部分には、金属系の着色剤を使用しています。カラーコンタクトを外さずに、目の周りにレーザー照射を受けた場合には、眼障害を引き起こす恐れがあります。コンタクトレンズについてコンタクトレンズは高度管理医療機器です。弊社では安全なコンタクトレンズ(高度管理医療機器承認番号取得)のみを販売しております。視力矯正を目的としないコンタクトレンズに関しても高度管理医療機器として薬事法の規制対象となっております。これに伴い、カラコンの製造・輸入は厚生労働省の承認が必要となり、販売者にも都道府県知事による販売業の許可、販売管理者の設置が義務付けられています。高度管理医療機器等　販売業　許可番号 習保第0274号
https://zozo.jp/_help/default.html?id=5ece3e85d47784001e0e4214,販売商品全般の取扱い商品画像撮影のため、販売商品を撮影に使用する場合がございます。モデル着用商品の取扱いに関しましては、フェイスカバー、インナーの着用を義務付けており、商品の汚損並びに劣化防止に努めております。
https://zozo.jp/_help/default.html?id=5ece39d39ed84e001ea6e344,ZOZOSUITとはお客様の体型サイズを、正確に計測するために開発された計測用スーツです。※2022年6月23日（木）をもちまして、サービスを終了いたしました。
https://zozo.jp/_help/default.html?id=5ece39d39ed84e001ea6e34d,ZOZOMATとはお客様の足を3Dで計測するために開発された計測用マットです。ZOZOMATでの計測情報をもとに、靴の推奨サイズを参照するなどのサービスをご利用いただくことが可能です。計測の際は、ZOZOTOWNアプリ内「計測・その他」の「ZOZOMAT 足計測をする」より、計測ページにアクセスしてください。その後、計測ページにて案内された利用手順にそって操作をお願いいたします。※日本国内でのみ利用可能なサービスです。※計測において年齢制限は設けておりませんが、計測情報の年齢が15歳以下となっている場合は靴の推奨サイズを参照するサービスをご利用いただけません。
https://zozo.jp/_help/default.html?id=5ece39d39ed84e001ea6e34f,ZOZOMATの対応端末ZOZOMATでの計測は、以下のスマートフォンが対応しております。【iOS・Android】ZOZOTOWNアプリの推奨環境に準ずる。※推奨環境でない場合、ZOZOMATを認識できないことや、計測結果の表示に時間がかかることなどがあります。※対応端末でない場合、アプリのインストールや、ZOZOMATでの計測が出来ないことがあります。※利用状況・利用環境は、お客様によって異なるため、全ての端末での動作を保証するものではありません。※タブレット端末での動作は保証しておりません。
https://zozo.jp/_help/default.html?id=5ece39d39ed84e001ea6e350,ZOZOMATでの計測手順【計測前の準備】・水平で固い床の上にZOZOMATを設置してください。カーペットなど、柔らかい床の上に設置した場合、計測時にエラーが生じたり、マットが破れたりする可能性がございます。・ストッキングや靴下は脱ぎ、裸足でご計測ください。・足首がしっかりと見えるよう、パンツやスカートなどの裾は、ひざ下まで捲ってください。・フットネイルなどに緑色が使用されている場合は、計測に誤差が生じる場合があります。緑色が使用されている箇所は落としてからご使用ください。【計測時の注意点】＜部屋の明るさについて＞・部屋の明るさが適切でない場合、ZOZOMATのマーカーや足型を正常に読み取る事ができず、エラーが生じる可能性があります。直射日光が強い場所や過度に暗い場所は避け、部屋の自然照明程度の明るさでご使用下さい。・エラーが生じた場合は、計測する場所や方向を調整し、ZOZOMATのマーカーを認識できる明るさの場所にて再度お試しください。＜周囲の環境について＞以下の場合は正確に計測ができない、またはエラーが生じる可能性があります。エラーが生じた場合は、環境を変えて再度計測をお試しください。・鏡や窓ガラス等にZOZOMAT・ZOZOSUITが映り込んでいる場合・ZOZOMAT上に障害物がある場合
https://zozo.jp/_help/default.html?id=5ece39d39ed84e001ea6e351,ZOZOMATの計測エラー対処方法【エラー画面：上記「計測のポイント」が表示された場合】＜原因＞・カメラがZOZOMATの中心を向いていない・カメラとZOZOMATの距離が適切ではない・スマートフォンの先端が下を向いていない＜対応＞「計測のポイント」の画面を参考にし、床に対して45度・足の中心から50cmの距離となるよう、スマートフォンをZOZOMATに向けてください。なお、スマートフォンは、必ず横向きではなく、カメラがある先端部分が下を向くように持ってください。【エラー文言：マットを正しく認識できませんでした。マットの状態や計測環境を確認してください】＜原因＞・カメラにZOZOMATが正しく写っていない・床が平らでなく、ZOZOMATに凹凸ができている・計測場所の明るさが適切ではない・鏡や窓ガラス等にZOZOMAT・ZOZOSUITが映っている・ZOZOMATが破れている、または汚れ等によりマーカーが欠損している＜対応＞以下の対応をお試しください。・ZOZOMATがカメラに写っているか確認する・水平で固い床の上にZOZOMATを設置する・直射日光が強い場所や過度に暗い場所を避けるなお、上記でも解決しない場合はアプリ・スマートフォンを再起動してください。【エラー文言：マットを正しく認識できませんでした。アプリが最新であるかを確認してください】＜原因＞・アプリのバージョンが古い＜対応＞・アプリが最新のバージョンか確認し、もし最新でない場合は更新してください。・アプリが最新のバージョンにもかかわらずこのエラーが発生する場合はマットの不良品の可能性が考えられますので、カスタマーサポートへお問い合わせください。【エラー文言：スマートフォンまたはマットが正しい方向にセットされていません】＜原因＞・スマートフォンの向きが前後逆になっている・ZOZOMATの向きが前後逆になっている＜対応＞「ZOZOMAT」のロゴが、かかとの右下側にくるよう設置してください。なお、ZOZOMAT全体を上から読み取る際は、スマートフォンを縦向きに持ってください。
https://zozo.jp/_help/default.html?id=5ece39d39ed84e001ea6e352,ZOZOMATの取扱い【取扱上の注意】・ミシン目にそって折りたたみ、直射日光・高温多湿を避けて、通気のよい場所に保管してください。・計測以外の目的では使用しないでください。・フローリングなどの滑りやすい場所や、靴下やストッキング等を着用した状態での使用は滑りやすくなりますので転倒にご注意ください。・ストーブなどの火気に近づけないでください。【処分方法について】ZOZOMATは、表面がラミネート加工された紙素材です。ご不要になった際は、お住いの市区町村の規定をご確認のうえ、処分をお願いいたします。
https://zozo.jp/_help/default.html?id=60b75910def7ff00225c14b6,ZOZOGLASSとはお客様の肌の色を計測するために開発された計測用メガネです。ZOZOGLASSでの計測情報をもとに、パーソナルカラーの診断や、肌の色に合うコスメの推奨などのサービスをご利用いただくことが可能です。※計測にはZOZOTOWNアプリのダウンロードが必要です。※現時点では日本国内のみ利用可能なサービスです。※対象年齢は15歳以上です。
https://zozo.jp/_help/default.html?id=60b759e20a551d0022584877,ZOZOGLASSの対応端末ZOZOGLASSの計測には、以下のスマートフォンが対応しております。【iOS】ZOZOTOWNアプリの推奨環境に準ずる。【Android】ZOZOTOWNアプリの推奨環境に準ずる。ARCore対応端末（詳細は公式サイトにてご確認ください。）※「AQUOS sense3 basic」はZOZOGlass非対応端末です。※対応端末は、必ずしも動作を保証するものではありません。※OSは最新バージョンにアップデートしてご利用ください。※タブレット端末での動作は保証しておりません。
https://zozo.jp/_help/default.html?id=60b75d758ec76100227e2057,ZOZOGLASSでの計測手順ZOZOTOWNアプリ内「計測・その他」の「ZOZOGLASS」より計測ページにアクセスしてください。その後、計測ページにて案内された利用手順にそって、ご計測をお願いいたします。【計測前の準備】・より正確に肌の色を識別するために、メイクは全て落としてください。・顔に髪の毛がかからないようヘアピン等で留めてください。【計測時の注意点】＜計測環境について＞以下のような環境では、ZOZOGLASSおよび顔を正しく認識できず、計測できない場合がございます。計測中の場所の移動は控え、室内の自然光下等で計測をおこなってください。・極端に暗い環境・直射日光等が当たり、顔に明らかな影ができる環境・計測中、明るさが変化する環境＜ZOZOGLASSの汚れや破損について＞ZOZOGLASSに汚れや破損があると、正しく計測できない可能性があります。汚れが付いている場合は拭き取ってから計測してください。また、お届け時より不良が見受けられた場合は、カスタマーサポートセンターまでお問い合わせください。
https://zozo.jp/_help/default.html?id=60b75e39ef879f0022fc005c,ZOZOGLASSの計測エラー対処方法計測中に各ステップより先に進まなくなった場合は、下記内容を参考に、問題がないか確認してください。『ZOZOGLASSをかけてカメラの方を向きます』から進まない場合ZOZOGLASSが検知できていない状態のため、以下のとおりご対応ください。・ZOZOGLASSを正しく装着する・前髪などによりZOZOGLASSが覆われないようにする・ZOZOGLASSに汚れ・破損がないか確認する『白い丸を枠線の中に入れてください』から進まない場合スマートフォンの角度が適切な角度になっていない状態のため、以下のとおりご対応ください。・スマートフォンを縦向きに持つ・スマートフォンが地面と垂直になるよう角度を調整する・ZOZOGLASSを装着した自分の顔が画面の表示内に映るよう調整する『白い枠線の中に顔を入れてください』から進まない場合スマートフォンと顔の距離が適切でないため、以下のとおりご対応ください。・白い枠線より顔がはみ出している場合、スマートフォンと顔の距離を遠ざける・白い枠線より顔が小さい場合、スマートフォンと顔の距離を近づける『計測環境の明るさをチェックしています』から進まない場合顔全体へ当たる照明が適切でないため、以下のとおりご対応ください。・ZOZOGLASSを正しく装着する・十分に明るい環境であるか確認する・顔に直射日光やスポットライトの照明が当たる環境を避ける・ZOZOGLASSに汚れ・破損がないか確認する・前髪・髭・マスク等で顔が部分的に隠れていないか確認する・場所を変えて計測してみる・時間帯を変えて計測してみる
https://zozo.jp/_help/default.html?id=60b75f2100ad210020797b5d,ZOZOGLASSの取扱い【取扱いに関する注意点】・直射日光、高温多湿を避けて、通気のよい場所に保管してください。・計測以外の目的では使用しないでください。・ストーブなどの火気に近づけないでください。【処分方法】ZOZOGLASSはプラスチック素材です。ご不要になった際は、お住いの市区町村の分別方法をご確認のうえ、処分をお願いいたします。
https://zozo.jp/_help/default.html?id=5ece3e85d47784001e0e421a,注文方法（会員）商品は以下の手順でご注文いただけます。※会員登録をしないで購入される場合は、ヘルプページ「注文方法（会員登録・ログインをしていない場合）」をご確認ください。1）商品詳細ページにアクセスします。2）商品をカートに入れます。3）カート内の商品をご確認のうえ、「レジへ進む」をクリックタップします。※ログインしていない場合は「ログインしてレジへ進む」をクリックタップしてください。4）お届け日・お届け先・受取り方法・お支払い方法を指定します。【「お届け日指定」の注意事項】・コンビニ決済でのご注文・予約または取寄せ商品のご注文の場合、「お届け日」をご指定いただくことはできません。詳しくは、ヘルプページ「お届け日時の指定方法」をご確認ください。【「お届け先」ご選択の注意事項】一部のご注文では「店頭・ロッカー受取り」をご指定いただけません。詳しくは、「店頭・ロッカー受取りサービスとは」をご確認ください。【「受取り方法」ご選択の注意事項】一部のご注文では「あんしん置き配」をご指定いただけません。詳しくは、「あんしん置き配の指定方法」をご確認ください。【「お支払い方法」ご選択の注意事項】・予約商品は、「代金引換」「クレジットカード」「GMO後払い」からご選択いただけます。・その他の商品は、「代金引換」「クレジットカード」「ツケ払い」「コンビニ決済」「LINE Pay」「PayPay」からご選択いただけます。※予約商品とそれ以外の商品を同時にご注文いただく場合、「代金引換」「クレジットカード」のみとなります。※一部商品では「PayPay」をご利用いただけません。・ポイントで全額をお支払いいただく場合も、お支払い方法をご選択いただく必要がございます。5）ポイントの利用をご希望の場合は、「ZOZOポイントを利用」を選択の「変更」を押します。※一部、ZOZOポイントをご利用いただけない商品がございます。6）ご注文内容をお確かめのうえ、「注文を確定する」をクリックタップします。LINE Payでお支払いの場合は、LINEアプリより決済手続きをお願いします。詳しくは、ヘルプページ「LINE Payでの支払い」をご確認ください。7）注文番号が表示されましたら、ご注文完了です。8) ご登録のアドレスへZOZOTOWN＜order@contact.zozo.jp＞より「注文確定メール」を配信いたします。※メールは本登録アドレスに配信いたします。追加のアドレスに配信することはできません。※メールの到着が確認できない場合は、エラーによりご注文が確定していない可能性がございます。「注文履歴」よりご注文状況をご確認ください。
https://zozo.jp/_help/default.html?id=5ece39d49ed84e001ea6e377,ショッピングカートの有効期限ZOZOTOWNのショッピングカートの有効期限は、商品をカートに入れてから「300分（5時間）」となります。有効期限を過ぎるとカートに入れた商品は自動的に削除されます。また、お客様が商品を入れてから無動作時間※が「15分」続く場合にも自動的にカートから商品が削除されますので、ご注意ください。なお、カートに商品を入れた段階で商品は確保されますが、ご注文を確定されるまでは、購入したことにはなりませんのでご注意ください。※無動作時間：「ページ移動をしない」「ネット接続が途中で途切れる」「ブラウザを閉じてしまった」等
https://zozo.jp/_help/default.html?id=5ece39d49ed84e001ea6e378,複数注文に関する注意事項ご注文金額が弊社の定める決済上限金額を超過した場合、エラーメッセージが表示され、ご注文いただけない場合がございます。※「予約商品」の複数注文については、「 予約商品同時注文に関する注意事項 」をご確認ください。※「ショップ直送商品」の複数注文については、「 ショップ直送商品とは 」をご確認ください。※商品によっては、同一決済でご購入いただける可能数に制限がございます。その場合、商品ページに表示しておりますのでご確認ください。
https://zozo.jp/_help/default.html?id=5ece3e85d47784001e0e421b,カート内の商品が消失する条件ZOZOTOWNのショッピングカートシステムは、下記の3つの条件よりカート内から商品が消失する場合がございます。いずれの場合も、商品をカート内に戻す返還措置はございません。あらかじめご了承ください。【カートの有効期限が切れてしまった場合】カートの有効期限に関しましては、ヘルプページ「ショッピングカートの有効期限」をご確認ください。【他のお客様の商品購入に支障をきたす場合】同一商品が多数カートに投入されているなど、購入の意志が感じられず不必要に商品を確保していると判断した場合は、強制的に確保商品を削除する場合がございます。【お客様のご注文中にサーバーエラーが生じてしまった場合】弊社のサーバーエラーにより、カートに確保していただいている商品がカートから消失してしまう場合がございます。
